"","plurals.f.lemma","Base.Word","COUNT.Base.Word"
"3846","companies","company",1
"3847","curries","curry",1
"3849","diaries","diary",1
"3850","geographies","geography",1
"3853","grannies","granny",1
"3855","histories","history",1
"3856","hobbies","hobby",1
"3858","jellies","jelly",1
"3859","libraries","library",1
"3860","magpies","magic",1
"3861","memories","memory",1
"3868","secretaries","secretary",1
"3870","stories","story",1
"3875","vocabularies","vocabulary",1
"3878","abilities","ability",1
"3879","agencies","agency",1
"3880","anniversaries","anniversary",1
"3881","apologies","apology",1
"3882","balconies","balcony",1
"3883","beauties","beauty",1
"3885","biographies","biography",1
"3886","butterflies","butterfly",1
"3889","celebrities","celebrity",1
"3890","ceremonies","ceremony",1
"3891","charities","charity",1
"3893","comedies","comedy",1
"3895","copies","copy",1
"3897","currencies","currency",1
"3899","deliveries","delivery",1
"3900","difficulties","difficulty",1
"3901","documentaries","documentary",1
"3902","duties","duty",1
"3903","embassies","embassy",1
"3904","emergencies","emergency",1
"3905","enemies","enemy",1
"3906","energies","energy",1
"3907","entries","entry",1
"3909","facilities","facility",1
"3910","ferries","ferry",1
"3912","galleries","gallery",1
"3913","hurries","hurry",1
"3914","industries","industry",1
"3915","inquiries","inquiry",1
"3916","laboratories","laboratory",1
"3917","ladies","lady",1
"3918","lotteries","lottery",1
"3919","luxuries","luxury",1
"3920","mysteries","mystery",1
"3921","opportunities","opportunity",1
"3922","pennies","penny",1
"3923","pharmacies","pharmacy",1
"3924","photocopies","photocopy",1
"3927","possibilities","possibility",1
"3929","properties","property",1
"3931","puppies","puppy",1
"3932","qualities","quality",1
"3933","quantities","quantity",1
"3934","replies","reply",1
"3937","securities","security",1
"3940","societies","society",1
"3943","strawberries","strawberry",1
"3944","studies","study",1
"3946","technologies","technology",1
"3948","varieties","variety",1
"3949","worries","worry",1
"3950","worries","worst",1
"3951","accuracies","accuracy",1
"3953","anxieties","anxiety",1
"3954","authorities","authority",1
"3956","bakeries","bakery",1
"3958","berries","berry",1
"3963","burglaries","burglary",1
"3966","capacities","capacity",1
"3967","categories","category",1
"3968","cemeteries","cemetery",1
"3969","certainties","certainty",1
"3970","cherries","cherry",1
"3972","communities","community",1
"3974","counties","county",1
"3975","courtesies","courtesy",1
"3976","cruelties","cruelty",1
"3977","curiosities","curiosity",1
"3979","democracies","democracy",1
"3981","disabilities","disability",1
"3982","discoveries","discovery",1
"3983","economies","economy",1
"3984","efficiencies","efficiency",1
"3985","envies","envy",1
"3986","faculties","faculty",1
"3987","fantasies","fantasy",1
"3990","generosities","generosity",1
"3992","harmonies","harmony",1
"3993","identities","identity",1
"3994","injuries","injury",1
"3995","juries","jury",1
"3997","landladies","landlady",1
"3999","laundries","laundry",1
"4000","liberties","liberty",1
"4001","lobbies","lobby",1
"4002","loyalties","loyalty",1
"4003","majorities","majority",1
"4006","minorities","minority",1
"4007","miseries","misery",1
"4008","navies","navy",1
"4009","nurseries","nursery",1
"4016","penalties","penalty",1
"4017","personalities","personality",1
"4018","philosophies","philosophy",1
"4019","pities","pity",1
"4020","policies","policy",1
"4022","potteries","pottery",1
"4023","presidencies","presidency",1
"4024","priorities","priority",1
"4026","psychologies","psychology",1
"4027","realities","reality",1
"4028","recoveries","recovery",1
"4030","remedies","remedy",1
"4031","responsibilities","responsibility",1
"4032","robberies","robbery",1
"4033","similarities","similarity",1
"4035","strategies","strategy",1
"4036","summaries","summary",1
"4037","supplies","supply",1
"4038","surgeries","surgery",1
"4039","sympathies","sympathy",1
"4040","territories","territory",1
"4041","territories","terrorism",1
"4043","theories","theory",1
"4044","therapies","therapy",1
"4047","tragedies","tragedy",1
"4048","trophies","trophy",1
"4049","victories","victory",1
"4050","accessories","accessory",1
"4051","allies","ally",1
"4052","boundaries","boundary",1
"4054","bullies","bully",1
"4055","capabilities","capability",1
"4056","commodities","commodity",1
"4057","controversies","controversy",1
"4058","deficiencies","deficiency",1
"4059","densities","density",1
"4060","deputies","deputy",1
"4061","destinies","destiny",1
"4062","directories","directory",1
"4063","diversities","diversity",1
"4064","ecologies","ecology",1
"4066","geologies","geology",1
"4067","glories","glory",1
"4069","hospitalities","hospitality",1
"4070","inaccuracies","inaccuracy",1
"4071","itineraries","itinerary",1
"4072","jealousies","jealousy",1
"4073","liabilities","liability",1
"4074","literacies","literacy",1
"4077","ministries","ministry",1
"4078","necessities","necessity",1
"4082","pastries","pastry",1
"4083","ponies","pony",1
"4085","pregnancies","pregnancy",1
"4086","probabilities","probability",1
"4087","prosperities","prosperity",1
"4088","rarities","rarity",1
"4089","reliabilities","reliability",1
"4090","sensitivities","sensitivity",1
"4091","simplicities","simplicity",1
"4092","solidarities","solidarity",1
"4093","specialties","specialty",1
"4094","subsidies","subsidy",1
"4095","tendencies","tendency",1
"4096","uncertainties","uncertainty",1
"4097","unities","unity",1
"4098","vacancies","vacancy",1
"4100","worries","worse",1
"4102","ambiguities","ambiguity",1
"4103","analogies","analogy",1
"4104","armies","army",1
"4105","assemblies","assembly",1
"4106","bureaucracies","bureaucracy",1
"4107","casualties","casualty",1
"4109","complexities","complexity",1
"4110","continuities","continuity",1
"4111","credibilities","credibility",1
"4112","custodies","custody",1
"4113","dignities","dignity",1
"4114","diplomacies","diplomacy",1
"4115","empathies","empathy",1
"4116","entities","entity",1
"4119","forgeries","forgery",1
"4121","frenzies","frenzy",1
"4122","furies","fury",1
"4125","hierarchies","hierarchy",1
"4126","hostilities","hostility",1
"4127","humilities","humility",1
"4128","hypocrisies","hypocrisy",1
"4129","inequalities","inequality",1
"4130","inferiorities","inferiority",1
"4131","insecurities","insecurity",1
"4132","intensities","intensity",1
"4133","ironies","irony",1
"4134","legacies","legacy",1
"4135","mediocrities","mediocrity",1
"4136","melodies","melody",1
"4137","mercies","mercy",1
"4138","monopolies","monopoly",1
"4139","mortalities","mortality",1
"4140","novelties","novelty",1
"4141","proximities","proximity",1
"4143","rallies","rally",1
"4144","rivalries","rivalry",1
"4145","scarcities","scarcity",1
"4146","scrutinies","scrutiny",1
"4147","sensibilities","sensibility",1
"4149","tranquilities","tranquility",1
"4150","treaties","treaty",1
"4151","trilogies","trilogy",1
"4154","vanities","vanity",1
"4155","vitalities","vitality",1
"4156","redundancies","redundancy",1
"4157","specialities","speciality",1
"4158","tellies","telly",1
"4160","cutleries","cutlery",1
"4161","enquiries","enquiry",1
"4163","lorries","lorry",1
"4164","frequencies","frequency",1
"4166","colonies","colony",1
"4167","conspiracies","conspiracy",1
"4169","academies","academy",1
"4170","accountabilities","accountability",1
"4172","atrocities","atrocity",1
"4173","autonomies","autonomy",1
"4174","bankruptcies","bankruptcy",1
"4176","beneficiaries","beneficiary",1
"4177","buddies","buddy",1
"4180","commentaries","commentary",1
"4182","felonies","felony",1
"4183","gravities","gravity",1
"4184","ideologies","ideology",1
"4185","inventories","inventory",1
"4187","methodologies","methodology",1
"4188","mobilities","mobility",1
"4191","queries","query",1
"4192","sovereignties","sovereignty",1
"4193","testimonies","testimony",1
"4194","theologies","theology",1
"4195","transparencies","transparency",1
"4196","utilities","utility",1
"4197","vulnerabilities","vulnerability",1
"4200","daddies","daddy",1
"4202","groceries","grocery",1
"4203","galaxies","galaxy",1
"4204","bellies","belly",1
"4205","equities","equity",1
"4206","treasuries","treasury",1
"4210","missionaries","missionary",1
